nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 4150 |avg loss 6.721 |avg tokens 4460.500 |tokens/s 32779.322 |walltime 579.910 |
Transformer | epoch 0 | step 4160 |avg loss 6.885 |avg tokens 4707.200 |tokens/s 34400.872 |walltime 581.279 |
Transformer | epoch 0 | step 4170 |avg loss 6.692 |avg tokens 4741.800 |tokens/s 34867.658 |walltime 582.639 |
Transformer | epoch 0 | step 4180 |avg loss 6.294 |avg tokens 4937.400 |tokens/s 33717.476 |walltime 584.103 |
Transformer | epoch 0 | step 4190 |avg loss 7.326 |avg tokens 4397.300 |tokens/s 33767.389 |walltime 585.405 |
Transformer | epoch 0 | step 4200 |avg loss 7.064 |avg tokens 4302.000 |tokens/s 31320.798 |walltime 586.779 |
Transformer | epoch 0 | step 4210 |avg loss 7.156 |avg tokens 4660.800 |tokens/s 33929.279 |walltime 588.152 |
Transformer | epoch 0 | step 4220 |avg loss 6.775 |avg tokens 4817.500 |tokens/s 34920.899 |walltime 589.532 |
Transformer | epoch 0 | step 4230 |avg loss 6.618 |avg tokens 4532.400 |tokens/s 32097.764 |walltime 590.944 |
Transformer | epoch 0 | step 4240 |avg loss 6.775 |avg tokens 4726.500 |tokens/s 33966.872 |walltime 592.336 |
Transformer | epoch 0 | step 4250 |avg loss 6.757 |avg tokens 4230.000 |tokens/s 31281.449 |walltime 593.688 |
Transformer | epoch 0 | step 4260 |avg loss 6.879 |avg tokens 4632.500 |tokens/s 33842.005 |walltime 595.057 |
Transformer | epoch 0 | step 4270 |avg loss 6.433 |avg tokens 4711.200 |tokens/s 34010.094 |walltime 596.442 |
Transformer | epoch 0 | step 4280 |avg loss 6.726 |avg tokens 4783.600 |tokens/s 34780.169 |walltime 597.817 |
Transformer | epoch 0 | step 4290 |avg loss 6.867 |avg tokens 4682.600 |tokens/s 34593.937 |walltime 599.171 |
Transformer | epoch 0 | step 4300 |avg loss 6.640 |avg tokens 4710.200 |tokens/s 33749.780 |walltime 600.567 |
Transformer | epoch 0 | step 4310 |avg loss 6.682 |avg tokens 4259.900 |tokens/s 31289.534 |walltime 601.928 |
Transformer | epoch 0 | step 4320 |avg loss 6.327 |avg tokens 4786.200 |tokens/s 33866.266 |walltime 603.341 |
Transformer | epoch 0 | step 4330 |avg loss 6.243 |avg tokens 4976.100 |tokens/s 35114.276 |walltime 604.758 |
Transformer | epoch 0 | step 4340 |avg loss 6.396 |avg tokens 4897.300 |tokens/s 35344.350 |walltime 606.144 |
Transformer | epoch 0 | step 4350 |avg loss 6.564 |avg tokens 4771.600 |tokens/s 34776.257 |walltime 607.516 |
Transformer | epoch 0 | step 4360 |avg loss 6.675 |avg tokens 4546.000 |tokens/s 33304.576 |walltime 608.881 |
Transformer | epoch 0 | step 4370 |avg loss 6.208 |avg tokens 4741.500 |tokens/s 33771.149 |walltime 610.285 |
Transformer | epoch 0 | step 4380 |avg loss 6.141 |avg tokens 4860.000 |tokens/s 34571.471 |walltime 611.691 |
Transformer | epoch 0 | step 4390 |avg loss 6.562 |avg tokens 4632.600 |tokens/s 33430.933 |walltime 613.077 |
Transformer | epoch 0 | step 4400 |avg loss 6.546 |avg tokens 4809.600 |tokens/s 34362.037 |walltime 614.476 |
Transformer | epoch 0 | step 4410 |avg loss 6.391 |avg tokens 4511.400 |tokens/s 33067.518 |walltime 615.841 |
Transformer | epoch 0 | step 4420 |avg loss 6.672 |avg tokens 4736.800 |tokens/s 33830.694 |walltime 617.241 |
Transformer | epoch 0 | step 4430 |avg loss 6.680 |avg tokens 4425.300 |tokens/s 32283.434 |walltime 618.611 |
Transformer | epoch 0 | step 4440 |avg loss 6.745 |avg tokens 4341.600 |tokens/s 31828.452 |walltime 619.976 |
Transformer | epoch 0 | step 4450 |avg loss 6.359 |avg tokens 4696.700 |tokens/s 33814.738 |walltime 621.364 |
Transformer | epoch 0 | step 4460 |avg loss 6.935 |avg tokens 4009.700 |tokens/s 30092.613 |walltime 622.697 |
Transformer | epoch 0 | step 4470 |avg loss 6.585 |avg tokens 4660.400 |tokens/s 33035.867 |walltime 624.108 |
Transformer | epoch 0 | step 4480 |avg loss 6.772 |avg tokens 4635.900 |tokens/s 33905.288 |walltime 625.475 |
Transformer | epoch 0 | step 4490 |avg loss 7.039 |avg tokens 4497.800 |tokens/s 33390.669 |walltime 626.822 |
Transformer | epoch 0 | step 4500 |avg loss 6.258 |avg tokens 4759.200 |tokens/s 33632.382 |walltime 628.237 |
Transformer | epoch 0 | step 4510 |avg loss 6.214 |avg tokens 4565.000 |tokens/s 31526.353 |walltime 629.685 |
Transformer | epoch 0 | step 4520 |avg loss 6.735 |avg tokens 4777.600 |tokens/s 33857.317 |walltime 631.096 |
Transformer | epoch 0 | step 4530 |avg loss 6.277 |avg tokens 4808.800 |tokens/s 34561.055 |walltime 632.488 |
Transformer | epoch 0 | step 4540 |avg loss 6.162 |avg tokens 4684.800 |tokens/s 33404.880 |walltime 633.890 |
Transformer | epoch 0 | step 4550 |avg loss 7.171 |avg tokens 4766.500 |tokens/s 35597.284 |walltime 635.229 |
Transformer | epoch 0 | step 4560 |avg loss 6.559 |avg tokens 4534.300 |tokens/s 33034.328 |walltime 636.602 |
Transformer | epoch 0 | step 4570 |avg loss 6.405 |avg tokens 4792.000 |tokens/s 34489.690 |walltime 637.991 |
Transformer | epoch 0 | step 4580 |avg loss 6.429 |avg tokens 4493.700 |tokens/s 32349.849 |walltime 639.380 |
Transformer | epoch 0 | step 4590 |avg loss 6.620 |avg tokens 4432.400 |tokens/s 31676.877 |walltime 640.779 |
Transformer | epoch 0 | step 4600 |avg loss 6.727 |avg tokens 4740.000 |tokens/s 35088.916 |walltime 642.130 |
Transformer | epoch 0 | step 4610 |avg loss 6.411 |avg tokens 4532.700 |tokens/s 32168.254 |walltime 643.539 |
Transformer | epoch 0 | step 4620 |avg loss 6.685 |avg tokens 4344.100 |tokens/s 32695.910 |walltime 644.868 |
Transformer | epoch 0 | step 4630 |avg loss 7.441 |avg tokens 4440.600 |tokens/s 34300.411 |walltime 646.163 |
Transformer | epoch 0 | step 4640 |avg loss 7.260 |avg tokens 4544.200 |tokens/s 35104.719 |walltime 647.457 |
Transformer | epoch 0 | step 4650 |avg loss 6.515 |avg tokens 4390.800 |tokens/s 31793.906 |walltime 648.838 |
Transformer | epoch 0 | step 4660 |avg loss 6.328 |avg tokens 4532.100 |tokens/s 33556.624 |walltime 650.189 |
Transformer | epoch 0 | step 4670 |avg loss 7.202 |avg tokens 4505.100 |tokens/s 34883.458 |walltime 651.480 |
Transformer | epoch 0 | step 4680 |avg loss 6.721 |avg tokens 4507.200 |tokens/s 34030.827 |walltime 652.805 |
Transformer | epoch 0 | step 4690 |avg loss 6.742 |avg tokens 4162.100 |tokens/s 30832.605 |walltime 654.154 |
Transformer | epoch 0 | step 4700 |avg loss 7.388 |avg tokens 3964.900 |tokens/s 30354.989 |walltime 655.461 |
Transformer | epoch 0 | step 4710 |avg loss 6.418 |avg tokens 4451.900 |tokens/s 32697.497 |walltime 656.822 |
Transformer | epoch 0 | step 4720 |avg loss 6.304 |avg tokens 4472.900 |tokens/s 33149.989 |walltime 658.172 |
Transformer | epoch 0 | step 4730 |avg loss 6.522 |avg tokens 4342.900 |tokens/s 31195.389 |walltime 659.564 |
Transformer | epoch 0 | step 4740 |avg loss 6.369 |avg tokens 4516.100 |tokens/s 33063.002 |walltime 660.930 |
Transformer | epoch 0 | step 4750 |avg loss 6.561 |avg tokens 4667.000 |tokens/s 33294.457 |walltime 662.331 |
Transformer | epoch 0 | step 4760 |avg loss 6.445 |avg tokens 4367.900 |tokens/s 31512.085 |walltime 663.717 |
Transformer | epoch 0 | step 4770 |avg loss 6.093 |avg tokens 4503.300 |tokens/s 32426.222 |walltime 665.106 |
Transformer | epoch 0 | step 4780 |avg loss 7.105 |avg tokens 4380.900 |tokens/s 32076.885 |walltime 666.472 |
Transformer | epoch 0 | step 4790 |avg loss 6.236 |avg tokens 4590.400 |tokens/s 32673.389 |walltime 667.877 |
Transformer | epoch 0 | step 4800 |avg loss 7.056 |avg tokens 4484.400 |tokens/s 33353.738 |walltime 669.221 |
Transformer | epoch 0 | step 4810 |avg loss 7.085 |avg tokens 4613.600 |tokens/s 34110.949 |walltime 670.574 |
Transformer | epoch 0 | step 4820 |avg loss 5.904 |avg tokens 4752.800 |tokens/s 33080.168 |walltime 672.011 |
Transformer | epoch 0 | step 4830 |avg loss 6.605 |avg tokens 4666.100 |tokens/s 33646.222 |walltime 673.398 |
Transformer | epoch 0 | step 4840 |avg loss 5.968 |avg tokens 4764.800 |tokens/s 34590.492 |walltime 674.775 |
Transformer | epoch 0 | step 4850 |avg loss 6.661 |avg tokens 4130.200 |tokens/s 31287.214 |walltime 676.095 |
Transformer | epoch 0 | step 4860 |avg loss 7.008 |avg tokens 4481.900 |tokens/s 33627.715 |walltime 677.428 |
Transformer | epoch 0 | step 4870 |avg loss 6.312 |avg tokens 4849.400 |tokens/s 35513.360 |walltime 678.793 |
Transformer | epoch 0 | step 4880 |avg loss 6.734 |avg tokens 4705.900 |tokens/s 35157.499 |walltime 680.132 |
Transformer | epoch 0 | step 4890 |avg loss 6.738 |avg tokens 3942.700 |tokens/s 29689.665 |walltime 681.460 |
Transformer | epoch 0 | step 4900 |avg loss 7.018 |avg tokens 3877.800 |tokens/s 29288.295 |walltime 682.784 |
Transformer | epoch 0 | step 4910 |avg loss 6.891 |avg tokens 4907.200 |tokens/s 36464.416 |walltime 684.130 |
Transformer | epoch 0 | step 4920 |avg loss 7.069 |avg tokens 4641.700 |tokens/s 35190.271 |walltime 685.449 |
Transformer | epoch 0 | step 4930 |avg loss 6.637 |avg tokens 4803.900 |tokens/s 33979.378 |walltime 686.863 |
Transformer | epoch 0 | step 4940 |avg loss 6.879 |avg tokens 4372.600 |tokens/s 33482.361 |walltime 688.168 |
Transformer | epoch 0 | step 4950 |avg loss 6.491 |avg tokens 4342.200 |tokens/s 32655.369 |walltime 689.498 |
Transformer | epoch 0 | step 4960 |avg loss 6.764 |avg tokens 4705.800 |tokens/s 33269.089 |walltime 690.913 |
Transformer | epoch 0 | step 4970 |avg loss 6.827 |avg tokens 4300.200 |tokens/s 31556.679 |walltime 692.275 |
Transformer | epoch 0 | step 4980 |avg loss 7.304 |avg tokens 3810.800 |tokens/s 30233.752 |walltime 693.536 |
Transformer | epoch 0 | step 4990 |avg loss 7.026 |avg tokens 4337.000 |tokens/s 33112.103 |walltime 694.846 |
Transformer | epoch 0 | step 5000 |avg loss 6.325 |avg tokens 4908.200 |tokens/s 34290.025 |walltime 696.277 |
Transformer | epoch 0 | step 5010 |avg loss 5.970 |avg tokens 4392.100 |tokens/s 31726.168 |walltime 697.661 |
Transformer | epoch 0 | step 5020 |avg loss 5.821 |avg tokens 4881.600 |tokens/s 33181.244 |walltime 699.133 |
Transformer | epoch 0 | step 5030 |avg loss 6.425 |avg tokens 4556.000 |tokens/s 33485.022 |walltime 700.493 |
Transformer | epoch 0 | step 5040 |avg loss 6.742 |avg tokens 4568.500 |tokens/s 33682.826 |walltime 701.849 |
Transformer | epoch 0 | step 5050 |avg loss 6.751 |avg tokens 4718.600 |tokens/s 34494.709 |walltime 703.217 |
Transformer | epoch 0 | step 5060 |avg loss 6.773 |avg tokens 4252.500 |tokens/s 31466.148 |walltime 704.569 |
Transformer | epoch 0 | step 5070 |avg loss 7.482 |avg tokens 4179.300 |tokens/s 31704.394 |walltime 705.887 |
Transformer | epoch 0 | step 5080 |avg loss 6.232 |avg tokens 4591.000 |tokens/s 33331.475 |walltime 707.264 |
Transformer | epoch 0 | step 5090 |avg loss 6.886 |avg tokens 4182.600 |tokens/s 30894.604 |walltime 708.618 |
Transformer | epoch 0 | step 5100 |avg loss 6.597 |avg tokens 4366.500 |tokens/s 32706.871 |walltime 709.953 |
Transformer | epoch 0 | step 5110 |avg loss 6.004 |avg tokens 4669.500 |tokens/s 32374.525 |walltime 711.396 |
Transformer | epoch 0 | step 5120 |avg loss 6.492 |avg tokens 4357.700 |tokens/s 32076.976 |walltime 712.754 |
Transformer | epoch 0 | step 5130 |avg loss 6.408 |avg tokens 4765.400 |tokens/s 33757.980 |walltime 714.166 |
Transformer | epoch 0 | step 5140 |avg loss 6.204 |avg tokens 4533.800 |tokens/s 33146.480 |walltime 715.534 |
Transformer | epoch 0 | step 5150 |avg loss 6.485 |avg tokens 4537.100 |tokens/s 32583.289 |walltime 716.926 |
Transformer | epoch 0 | step 5160 |avg loss 6.211 |avg tokens 4629.900 |tokens/s 31973.264 |walltime 718.374 |
Transformer | epoch 0 | step 5170 |avg loss 6.250 |avg tokens 4836.000 |tokens/s 34848.418 |walltime 719.762 |
Transformer | epoch 0 | step 5180 |avg loss 6.728 |avg tokens 4406.600 |tokens/s 32848.741 |walltime 721.103 |
Transformer | epoch 0 | step 5190 |avg loss 6.201 |avg tokens 4882.500 |tokens/s 34375.386 |walltime 722.524 |
Transformer | epoch 0 | step 5200 |avg loss 6.852 |avg tokens 4506.200 |tokens/s 32386.283 |walltime 723.915 |
Transformer | epoch 0 | step 5210 |avg loss 6.863 |avg tokens 4086.800 |tokens/s 30949.696 |walltime 725.236 |
Transformer | epoch 0 | step 5220 |avg loss 6.337 |avg tokens 4533.300 |tokens/s 32565.528 |walltime 726.628 |
Transformer | epoch 0 | step 5230 |avg loss 6.697 |avg tokens 4540.300 |tokens/s 33906.317 |walltime 727.967 |
Transformer | epoch 0 | step 5240 |avg loss 6.212 |avg tokens 4854.900 |tokens/s 35201.992 |walltime 729.346 |
Transformer | epoch 0 | step 5250 |avg loss 7.036 |avg tokens 4628.300 |tokens/s 33889.781 |walltime 730.712 |
Transformer | epoch 0 | step 5260 |avg loss 6.785 |avg tokens 4877.400 |tokens/s 36331.127 |walltime 732.054 |
Transformer | epoch 0 | step 5270 |avg loss 5.979 |avg tokens 4707.200 |tokens/s 33231.269 |walltime 733.471 |
Transformer | epoch 0 | step 5280 |avg loss 6.419 |avg tokens 4299.100 |tokens/s 32599.489 |walltime 734.789 |
Transformer | epoch 0 | step 5290 |avg loss 7.462 |avg tokens 4819.600 |tokens/s 38133.741 |walltime 736.053 |
Transformer | epoch 0 | step 5300 |avg loss 6.671 |avg tokens 4576.400 |tokens/s 32925.710 |walltime 737.443 |
Transformer | epoch 0 | step 5310 |avg loss 6.267 |avg tokens 4565.000 |tokens/s 33479.204 |walltime 738.807 |
Transformer | epoch 0 | step 5320 |avg loss 5.991 |avg tokens 4465.000 |tokens/s 32357.367 |walltime 740.187 |
Transformer | epoch 0 | step 5330 |avg loss 6.912 |avg tokens 4213.900 |tokens/s 31755.055 |walltime 741.514 |
Transformer | epoch 0 | step 5340 |avg loss 6.476 |avg tokens 4311.200 |tokens/s 31435.076 |walltime 742.885 |
Transformer | epoch 0 | step 5350 |avg loss 5.940 |avg tokens 4700.800 |tokens/s 32495.952 |walltime 744.332 |
Transformer | epoch 0 | step 5360 |avg loss 6.107 |avg tokens 4734.300 |tokens/s 33398.020 |walltime 745.749 |
Transformer | epoch 0 | step 5370 |avg loss 5.952 |avg tokens 4915.100 |tokens/s 35085.425 |walltime 747.150 |
Transformer | epoch 0 | step 5380 |avg loss 6.302 |avg tokens 4554.600 |tokens/s 32856.845 |walltime 748.536 |
Transformer | epoch 0 | step 5390 |avg loss 6.790 |avg tokens 4544.200 |tokens/s 33879.843 |walltime 749.878 |
Transformer | epoch 0 | step 5400 |avg loss 6.977 |avg tokens 4242.700 |tokens/s 32843.586 |walltime 751.169 |
Transformer | epoch 0 | step 5410 |avg loss 6.533 |avg tokens 4043.400 |tokens/s 31307.057 |walltime 752.461 |
Transformer | epoch 0 | step 5420 |avg loss 6.427 |avg tokens 4282.200 |tokens/s 31739.374 |walltime 753.810 |
Transformer | epoch 0 | step 5430 |avg loss 6.344 |avg tokens 4971.500 |tokens/s 35303.378 |walltime 755.218 |
Transformer | epoch 0 | step 5440 |avg loss 5.684 |avg tokens 4505.600 |tokens/s 31516.082 |walltime 756.648 |
Transformer | epoch 0 | step 5450 |avg loss 5.851 |avg tokens 4814.400 |tokens/s 34867.599 |walltime 758.029 |
Transformer | epoch 0 | step 5460 |avg loss 6.770 |avg tokens 4751.300 |tokens/s 34913.233 |walltime 759.390 |
Transformer | epoch 0 | step 5470 |avg loss 6.286 |avg tokens 4740.500 |tokens/s 32912.721 |walltime 760.830 |
Transformer | epoch 0 | step 5480 |avg loss 6.591 |avg tokens 4551.500 |tokens/s 34013.618 |walltime 762.168 |
Transformer | epoch 0 | step 5490 |avg loss 6.068 |avg tokens 4830.100 |tokens/s 34891.090 |walltime 763.552 |
Transformer | epoch 0 | step 5500 |avg loss 6.544 |avg tokens 3980.900 |tokens/s 29906.560 |walltime 764.883 |
Transformer | epoch 0 | step 5510 |avg loss 6.257 |avg tokens 4471.000 |tokens/s 31757.101 |walltime 766.291 |
Transformer | epoch 0 | step 5520 |avg loss 5.824 |avg tokens 4612.600 |tokens/s 32113.868 |walltime 767.728 |
Transformer | epoch 0 | step 5530 |avg loss 6.028 |avg tokens 4534.000 |tokens/s 32894.670 |walltime 769.106 |
Transformer | epoch 0 | step 5540 |avg loss 6.510 |avg tokens 4762.200 |tokens/s 34724.407 |walltime 770.477 |
Transformer | epoch 0 | step 5550 |avg loss 6.209 |avg tokens 4795.800 |tokens/s 35087.391 |walltime 771.844 |
Transformer | epoch 0 | step 5560 |avg loss 5.999 |avg tokens 4810.800 |tokens/s 34568.943 |walltime 773.236 |
Transformer | epoch 0 | step 5570 |avg loss 6.973 |avg tokens 4233.300 |tokens/s 31693.414 |walltime 774.572 |
Transformer | epoch 0 | step 5580 |avg loss 6.871 |avg tokens 3960.100 |tokens/s 29117.456 |walltime 775.932 |
Transformer | epoch 0 | step 5590 |avg loss 5.769 |avg tokens 4765.600 |tokens/s 33757.401 |walltime 777.343 |
Transformer | epoch 0 | step 5600 |avg loss 6.149 |avg tokens 4353.600 |tokens/s 30562.441 |walltime 778.768 |
Transformer | epoch 0 | step 5610 |avg loss 6.709 |avg tokens 4202.100 |tokens/s 32455.949 |walltime 780.063 |
Transformer | epoch 0 | step 5620 |avg loss 6.139 |avg tokens 4680.900 |tokens/s 33872.319 |walltime 781.445 |
Transformer | epoch 0 | step 5630 |avg loss 6.390 |avg tokens 4967.100 |tokens/s 35575.601 |walltime 782.841 |
Transformer | epoch 0 | step 5640 |avg loss 6.209 |avg tokens 4590.700 |tokens/s 33033.427 |walltime 784.231 |
Transformer | epoch 0 | step 5650 |avg loss 6.103 |avg tokens 4399.300 |tokens/s 31495.136 |walltime 785.627 |
Transformer | epoch 0 | step 5660 |avg loss 6.805 |avg tokens 4178.000 |tokens/s 32221.081 |walltime 786.924 |
Transformer | epoch 0 | step 5670 |avg loss 5.891 |avg tokens 4821.600 |tokens/s 32547.276 |walltime 788.405 |
Transformer | epoch 0 | step 5680 |avg loss 5.833 |avg tokens 4656.000 |tokens/s 32680.990 |walltime 789.830 |
Transformer | epoch 0 | step 5690 |avg loss 6.158 |avg tokens 4441.600 |tokens/s 32755.544 |walltime 791.186 |
Transformer | epoch 0 | step 5700 |avg loss 6.645 |avg tokens 4514.700 |tokens/s 33164.692 |walltime 792.547 |
Transformer | epoch 0 | step 5710 |avg loss 6.313 |avg tokens 4524.300 |tokens/s 33461.975 |walltime 793.899 |
Transformer | epoch 0 | step 5720 |avg loss 6.262 |avg tokens 4968.000 |tokens/s 35352.173 |walltime 795.305 |
Transformer | epoch 0 | step 5730 |avg loss 5.530 |avg tokens 4988.700 |tokens/s 34810.302 |walltime 796.738 |
Transformer | epoch 0 | step 5740 |avg loss 6.486 |avg tokens 4547.000 |tokens/s 32766.429 |walltime 798.126 |
Transformer | epoch 0 | step 5750 |avg loss 6.304 |avg tokens 4774.100 |tokens/s 35505.614 |walltime 799.470 |
Transformer | epoch 0 | step 5760 |avg loss 6.330 |avg tokens 4508.100 |tokens/s 32324.670 |walltime 800.865 |
Transformer | epoch 0 | step 5770 |avg loss 6.541 |avg tokens 4745.100 |tokens/s 34489.001 |walltime 802.241 |
Transformer | epoch 0 | step 5780 |avg loss 5.746 |avg tokens 4813.100 |tokens/s 33700.839 |walltime 803.669 |
Transformer | epoch 0 | step 5790 |avg loss 6.412 |avg tokens 4738.500 |tokens/s 35573.229 |walltime 805.001 |
Transformer | epoch 0 | step 5800 |avg loss 6.051 |avg tokens 4603.000 |tokens/s 34040.281 |walltime 806.353 |
Transformer | epoch 0 | step 5810 |avg loss 6.475 |avg tokens 3978.900 |tokens/s 30711.898 |walltime 807.649 |
Transformer | epoch 0 | step 5820 |avg loss 6.154 |avg tokens 4246.100 |tokens/s 30681.392 |walltime 809.033 |
Transformer | epoch 0 | step 5830 |avg loss 6.222 |avg tokens 4585.900 |tokens/s 33688.549 |walltime 810.394 |
Transformer | epoch 0 | step 5840 |avg loss 6.577 |avg tokens 4145.200 |tokens/s 31150.999 |walltime 811.725 |
Transformer | epoch 0 | step 5850 |avg loss 5.875 |avg tokens 4870.400 |tokens/s 35468.163 |walltime 813.098 |
Transformer | epoch 0 | step 5860 |avg loss 6.333 |avg tokens 4675.600 |tokens/s 35654.954 |walltime 814.409 |
Transformer | epoch 0 | step 5870 |avg loss 6.475 |avg tokens 4060.900 |tokens/s 29793.146 |walltime 815.772 |
Transformer | epoch 0 | step 5880 |avg loss 6.390 |avg tokens 4357.100 |tokens/s 32543.652 |walltime 817.111 |
Transformer | epoch 0 | step 5890 |avg loss 5.875 |avg tokens 4756.300 |tokens/s 33992.203 |walltime 818.510 |
Transformer | epoch 0 | step 5900 |avg loss 6.451 |avg tokens 4540.600 |tokens/s 34248.243 |walltime 819.836 |
Transformer | epoch 0 | step 5910 |avg loss 6.269 |avg tokens 4254.600 |tokens/s 31368.777 |walltime 821.192 |
Transformer | epoch 0 | step 5920 |avg loss 6.142 |avg tokens 4638.100 |tokens/s 33855.831 |walltime 822.562 |
Transformer | epoch 0 | step 5930 |avg loss 6.294 |avg tokens 4795.700 |tokens/s 34374.694 |walltime 823.957 |
Transformer | epoch 0 | step 5940 |avg loss 6.776 |avg tokens 3767.200 |tokens/s 29573.109 |walltime 825.231 |
Transformer | epoch 0 | step 5950 |avg loss 6.180 |avg tokens 4590.200 |tokens/s 33876.533 |walltime 826.586 |
Transformer | epoch 0 | step 5960 |avg loss 6.497 |avg tokens 3981.200 |tokens/s 30110.323 |walltime 827.908 |
Transformer | epoch 0 | step 5970 |avg loss 6.139 |avg tokens 4529.100 |tokens/s 33412.311 |walltime 829.264 |
Transformer | epoch 0 | step 5980 |avg loss 6.084 |avg tokens 4394.700 |tokens/s 31306.714 |walltime 830.668 |
Transformer | epoch 0 | step 5990 |avg loss 5.898 |avg tokens 4481.600 |tokens/s 33081.593 |walltime 832.022 |
Transformer | epoch 0 | step 6000 |avg loss 6.134 |avg tokens 4864.300 |tokens/s 34119.176 |walltime 833.448 |
Transformer | epoch 0 | step 6010 |avg loss 5.550 |avg tokens 4601.600 |tokens/s 32869.347 |walltime 834.848 |
Transformer | epoch 0 | step 6020 |avg loss 5.935 |avg tokens 4697.600 |tokens/s 33036.842 |walltime 836.270 |
Transformer | epoch 0 | step 6030 |avg loss 5.678 |avg tokens 4615.100 |tokens/s 31383.485 |walltime 837.741 |
Transformer | epoch 0 | step 6040 |avg loss 6.405 |avg tokens 4142.700 |tokens/s 29639.062 |walltime 839.138 |
Transformer | epoch 0 | step 6050 |avg loss 5.656 |avg tokens 4808.200 |tokens/s 33972.594 |walltime 840.554 |
Transformer | epoch 0 | step 6060 |avg loss 6.159 |avg tokens 4390.100 |tokens/s 32421.750 |walltime 841.908 |
